movie_title,release_date,genre,mpaa_rating,total_gross,inflation_adjusted_gross,poster_url
Un indien dans la ville,1996-03-22,Comedy,PG,1029731,1963937,https://image.tmdb.org/t/p/w200/nUFHWv42GRJcjLTQa5IYBEuVzmK.jpg
James and the Giant Peach,1996-04-12,Adventure,PG,28921264,55159783,https://image.tmdb.org/t/p/w200/qUjArAMcCt2S3QJBb9CgVQu1MXs.jpg
Celtic Pride,1996-04-19,Comedy,PG-13,9240378,17623615,https://image.tmdb.org/t/p/w200/5P3p9I2ADnTbBdIAl4ZUeUXGuIi.jpg
Last Dance,1996-05-03,Drama,R,5857534,11171714,https://image.tmdb.org/t/p/w200/ewmVQpRYrYvQ5aetm4SDkMqIfPY.jpg
Boys,1996-05-10,Drama,PG-13,21930418,41826566,https://image.tmdb.org/t/p/w200/kxpLUlvqptToQbLZJbQ7YO4MUAe.jpg
Spy Hard,1996-05-24,Comedy,PG-13,26936265,51373912,https://image.tmdb.org/t/p/w200/yoegp9XEG4YCbJJKR0wvm0BGYpG.jpg
Eddie,1996-05-31,Comedy,PG-13,31369401,59828966,https://image.tmdb.org/t/p/w200/qIJ4PU6WifgRs8RpiN3LkNYjzlS.jpg
The Rock,1996-06-07,Action,R,134069511,255702705,https://image.tmdb.org/t/p/w200/j5mxLNWjUlXUUk8weFBtnF4afIR.jpg
The Hunchback of Notre Dame,1996-06-21,Adventure,G,100138851,190988799,https://image.tmdb.org/t/p/w200/7k0fr2xLCTChjN8MnGNThTP9uEB.jpg
Phenomenon,1996-07-05,Drama,PG,104636382,199559799,https://image.tmdb.org/t/p/w200/roUYK9EXmgyDO48Qje7rZI4Qgav.jpg
Kazaam,1996-07-17,Comedy,PG,18880508,36009655,https://image.tmdb.org/t/p/w200/k6kXq27UVxf7zGCWSvygYYIp9eP.jpg
Jack,1996-08-09,Drama,PG-13,58617334,111792852,https://image.tmdb.org/t/p/w200/9W6UI8UQ4YdLCAaPFd0lcKJ1tX4.jpg
First Kid,1996-08-30,Comedy,PG,26465920,50465108,https://image.tmdb.org/t/p/w200/t7yTkuXQpnougXmRIqgfT32axZi.jpg
The Rich Man's Wife,1996-09-13,Thriller/Suspense,R,8538318,16284619,https://image.tmdb.org/t/p/w200/uE7BXhR6QkSGCIK6gTPGfFRAggY.jpg
D3: The Mighty Ducks,1996-10-04,Comedy,PG,22936273,43713554,https://image.tmdb.org/t/p/w200/wltMr1loUKSCaEV4EDgh21eCRI3.jpg
The Associate,1996-10-25,Comedy,PG-13,12772657,24333094,https://image.tmdb.org/t/p/w200/sDGc4JqVf4n04cEO0rU36UI4cvK.jpg
Ransom,1996-11-08,Action,R,136492681,259807820,https://image.tmdb.org/t/p/w200/4nmOA5ZOY2VlHzwSlKY03sF2JUz.jpg
The War at Home,1996-11-20,,R,34368,65543,https://image.tmdb.org/t/p/w200/la11ac7YYCDBsizOkKxqwn71VKQ.jpg
101 Dalmatians,1996-11-27,Comedy,G,136189294,258728898,https://image.tmdb.org/t/p/w200/8o2ADoAyG796UwTjwBFjPyBz0yG.jpg
The Preacher's Wife,1996-12-13,Drama,PG,48102795,91076877,https://image.tmdb.org/t/p/w200/z1mU4g9poAgoDQRNLcfNdj3iiMs.jpg
Evita,1996-12-25,Musical,PG,50047179,92077628,https://image.tmdb.org/t/p/w200/hkcSlu3PMw0WyC9vHlvML6nK3Id.jpg
Metro,1997-01-17,Action,R,32017895,58804106,https://image.tmdb.org/t/p/w200/nvfyHYv1EDpYai5pCGqBeRf3tax.jpg
Prefontaine,1997-01-24,Drama,PG-13,590817,1085093,https://image.tmdb.org/t/p/w200/3jtG9mgfiZRTRQf19BiUAY6QPN3.jpg
Shadow Conspiracy,1997-01-31,Thriller/Suspense,R,2154540,3957025,https://image.tmdb.org/t/p/w200/m8dgxxCrpLhKjkjH2DPxkz0inoJ.jpg
That Darn Cat,1997-02-14,Comedy,PG,18301828,33613158,https://image.tmdb.org/t/p/w200/by92HEWg2d4WrkgbUIPEA0ufsHI.jpg
Jungle 2 Jungle,1997-03-07,Comedy,PG,59925026,110058379,https://image.tmdb.org/t/p/w200/xRKfvheWRfkirm0kzdBAydUjiK5.jpg
The Sixth Man,1997-03-28,Comedy,PG-13,14765099,27117599,https://image.tmdb.org/t/p/w200/c08PAB0kWE38zrOGl376D9qqdEc.jpg
Grosse Pointe Blank,1997-04-11,Black Comedy,R,28084357,51579764,https://image.tmdb.org/t/p/w200/7lQ0MSNQqBTYpXTTZL82u1n95Z3.jpg
Romy and Michele's High School Reunion,1997-04-25,Comedy,R,29235353,53693680,https://image.tmdb.org/t/p/w200/yLxgglhaP2QfWVZTdrv7mZgvuHL.jpg
Gone Fishin',1997-05-30,Comedy,PG,19745922,36265379,https://image.tmdb.org/t/p/w200/lGRHE7s2iGgJ0JNO9gxm8BJKelt.jpg
Con Air,1997-06-06,Action,R,101117573,185712664,https://image.tmdb.org/t/p/w200/kOKjgrEzGOP92rVQ6srA9jtp60l.jpg
Hercules,1997-06-13,Adventure,G,99112101,182029412,https://image.tmdb.org/t/p/w200/dK9rNoC97tgX3xXg5zdxFisdfcp.jpg
George Of The Jungle,1997-07-16,Comedy,PG,105263257,193326632,https://image.tmdb.org/t/p/w200/lWp8hUqE4oLPxsYgilXoYoVThfU.jpg
Nothing To Lose,1997-07-18,Comedy,R,44480039,81692095,https://image.tmdb.org/t/p/w200/5al8I28ufKJDxGWDcNGw6xCkZHH.jpg
Air Bud,1997-08-01,Comedy,PG,24646936,45266588,https://image.tmdb.org/t/p/w200/kDfzh6QdX2tseTwwyB7lp2RP7iE.jpg
G.I. Jane,1997-08-22,Drama,R,48169156,88467531,https://image.tmdb.org/t/p/w200/6yBgZJYqaR4XkxwjsB9tS4GK1ZN.jpg
A Thousand Acres,1997-09-19,Drama,R,7928412,14561324,https://image.tmdb.org/t/p/w200/p7tsW4oUi7hHbpNtFZdMQEBj42g.jpg
Washington Square,1997-10-05,Drama,PG,1775644,3257546,https://image.tmdb.org/t/p/w200/3LIn7bskDwsmyxMWTNWRIPSCm2X.jpg
Rocket Man,1997-10-10,Comedy,PG,15448043,28371890,https://image.tmdb.org/t/p/w200/a9jOZOlVqGeU21BlvD1xxngvXSo.jpg
Playing God,1997-10-17,Thriller/Suspense,R,4166918,7652965,https://image.tmdb.org/t/p/w200/5eXtK7BQMAYVktjVf78s0scMTdX.jpg
Flubber,1997-11-26,Comedy,PG,92993801,170406423,https://image.tmdb.org/t/p/w200/bnKvk04icAyCO1KjqhsaEXBO9aJ.jpg
An American Werewolf in Paris,1997-12-25,Horror,R,26570463,48546161,https://image.tmdb.org/t/p/w200/1NUOprbP7LLfKPArLJY7wziUiHT.jpg
Mr. Magoo,1997-12-25,Comedy,PG,21437192,39145784,https://image.tmdb.org/t/p/w200/po5CfSBmmATuCNIt7M1G7xOPuUK.jpg
Kundun,1997-12-25,Drama,PG-13,5686694,10236836,https://image.tmdb.org/t/p/w200/yvdFRDoQIQ5PBk4u8x8gJT8NJAw.jpg
Deep Rising,1998-01-30,Action,R,11203026,20136775,https://image.tmdb.org/t/p/w200/A1nOnrAlG3EbOvzgZt2ya11OmjQ.jpg
Krippendorf's Tribe,1998-02-27,Comedy,PG-13,7571115,13608633,https://image.tmdb.org/t/p/w200/5mmGI4O1gWYrwpPQ22hgHu9PkIv.jpg
An Alan Smithee Film: Burn Hollywood …,1998-02-27,Comedy,R,45779,82277,https://image.tmdb.org/t/p/w200/KSGv5uV6SJS7mUMlttvLfWA6Lv.jpg
Meet the Deedles,1998-03-27,Comedy,PG,4356126,7829877,https://image.tmdb.org/t/p/w200/Pd5FPSOjfWmLwrpdKVMznCW9Iw.jpg
He Got Game,1998-05-01,Drama,R,21567853,38766948,https://image.tmdb.org/t/p/w200/kd8hRaysUQOz7AvSorZDJHuihcJ.jpg
The Horse Whisperer,1998-05-15,Drama,PG-13,75383563,135497531,https://image.tmdb.org/t/p/w200/ptkDeHY2mRJVyNRyxb9TgyAjTYs.jpg
"Six Days, Seven Nights",1998-06-12,Romantic Comedy,PG-13,74339294,133620516,https://image.tmdb.org/t/p/w200/fzWrrCzRa16v51TXAUuT6Wendw7.jpg
Mulan,1998-06-19,Adventure,G,120620254,216807832,https://image.tmdb.org/t/p/w200/bj3iSjLlkwHtJrPmvHXa8P7edI9.jpg
Armageddon,1998-07-01,Adventure,PG-13,201578182,362324957,https://image.tmdb.org/t/p/w200/eTM3qtGhDU8cvjpoa6KEt5E2auU.jpg
Jane Austen's Mafia,1998-07-24,Comedy,PG-13,19843795,35668055,https://image.tmdb.org/t/p/w200/gGgirOcInrfjWgemKMjvZc3fGtU.jpg
The Parent Trap,1998-07-29,Comedy,PG,66308518,119185667,https://image.tmdb.org/t/p/w200/dNqgjqxHIdfsQRQL5XTujNfX9pj.jpg
Firelight,1998-09-04,Drama,R,784419,1409943,https://image.tmdb.org/t/p/w200/hkgSUgPdOehzyGjczoytG3bzNaW.jpg
Simon Birch,1998-09-11,Drama,PG,18253415,32809442,https://image.tmdb.org/t/p/w200/vRJcV9l3tLFoUWZel9RikS3nfJ6.jpg
Holy Man,1998-10-09,Comedy,PG,12069719,21694605,https://image.tmdb.org/t/p/w200/sfJBsOdSbgLLarO6GIS0dWzFcCv.jpg
Beloved,1998-10-16,Drama,R,22852487,41062682,https://image.tmdb.org/t/p/w200/mYhMospJcNFJFAZWkfepwBRvxcJ.jpg
The Waterboy,1998-11-06,Comedy,PG-13,161491646,288691833,https://image.tmdb.org/t/p/w200/miT42qWYC4D0n2mXNzJ9VfhheWW.jpg
I'll Be Home For Christmas,1998-11-13,Comedy,PG,12214338,21941840,https://image.tmdb.org/t/p/w200/kxQYc5YdHmfqZC4Q0pauIKEnKHk.jpg
A Bug's Life,1998-11-20,Adventure,G,162798565,288981698,https://image.tmdb.org/t/p/w200/Ah3J9OJVc2CNCuH2zMydXy9fmIC.jpg
Enemy of the State,1998-11-20,Action,R,111549836,198472008,https://image.tmdb.org/t/p/w200/x9pXrMKLsBGGOFyyZ0Gwt9YpVub.jpg
Rushmore,1998-12-11,Black Comedy,R,17105219,28392518,https://image.tmdb.org/t/p/w200/hSJ6swahAuZ8wM96lHDTwQPXUvZ.jpg
A Civil Action,1998-12-25,Drama,PG-13,56709981,94139530,https://image.tmdb.org/t/p/w200/2AVF1cjRGOfaB4oteSzxvHiQ3hR.jpg
Mighty Joe Young,1998-12-25,Adventure,PG,50632037,87906042,https://image.tmdb.org/t/p/w200/93oAWBl6UIEmeknmRKbUkVq4cKl.jpg
My Favorite Martian,1999-02-12,Comedy,PG,36850101,61150849,https://image.tmdb.org/t/p/w200/pOp4xriDEFUy2uN0BfnHJcjzqWt.jpg
The Other Sister,1999-02-26,Romantic Comedy,PG-13,27807627,46145331,https://image.tmdb.org/t/p/w200/4rBrYRkB7btGex5Bs0yOpqBZgsR.jpg
Doug's 1st Movie,1999-03-26,Adventure,G,19421271,32228598,https://image.tmdb.org/t/p/w200/hZduJdSSWCkmvnBpNyRaIszubVm.jpg
Ten Things I Hate About You,1999-03-31,Romantic Comedy,PG-13,38177966,63354375,https://image.tmdb.org/t/p/w200/ujERk3aKABXU3NDXOAxEQYTHe9A.jpg
Endurance,1999-05-14,,PG,229128,380218,https://image.tmdb.org/t/p/w200/7LPRuJ7pSxUB559ac8SS5mdElz8.jpg
Instinct,1999-06-04,Drama,R,34105207,56595842,https://image.tmdb.org/t/p/w200/8EKmzia6awjsqFxgBk5a82aTmb6.jpg
Tarzan,1999-06-16,Adventure,G,171091819,283900254,https://image.tmdb.org/t/p/w200/bTvHlcqiOjGa3lFtbrTLTM3zasY.jpg
Summer of Sam,1999-07-02,Drama,R,19288130,32007656,https://image.tmdb.org/t/p/w200/yvGGA2CbT6xyFVTZUA9f2ok0q5V.jpg
Inspector Gadget,1999-07-23,Comedy,PG,97387965,161610341,https://image.tmdb.org/t/p/w200/dDcsv1Lql5aM6H4JYfDHjBAXKgT.jpg
The Sixth Sense,1999-08-06,Thriller/Suspense,PG-13,293506292,485424724,https://image.tmdb.org/t/p/w200/vOyfUXNFSnaTk7Vk5AjpsKTUWsu.jpg
The 13th Warrior,1999-08-27,Action,R,32698899,54262148,https://image.tmdb.org/t/p/w200/pj1IQQ7ajwaOrjjTCxyM1L4mSnX.jpg
Breakfast of Champions,1999-09-17,Comedy,R,178287,295851,https://image.tmdb.org/t/p/w200/5uNVeZNt7qxDWLJAZ0PER03WtKE.jpg
Mumford,1999-09-24,Comedy,R,4559569,7566363,https://image.tmdb.org/t/p/w200/a2uqenG3BZICDrcrr49IZwoHA8Y.jpg
"Mystery, Alaska",1999-10-01,Comedy,R,8891623,14755189,https://image.tmdb.org/t/p/w200/bmg4sjOQswcrP5mPL9YzNom9cXx.jpg
The Straight Story,1999-10-15,Drama,G,6197866,10111144,https://image.tmdb.org/t/p/w200/tT9cMiVDdtlcdZxOoFy3VRmEoKk.jpg
The Insider,1999-11-05,Drama,R,28965197,47794214,https://image.tmdb.org/t/p/w200/jJCyIBPfvk41uETq6K6u4upyGO8.jpg
Toy Story 2,1999-11-19,Adventure,G,245852179,404450426,https://image.tmdb.org/t/p/w200/hxLVh4inApNMzy3KHWelzkycivj.jpg
Cradle Will Rock,1999-12-08,Drama,R,2899970,4609153,https://image.tmdb.org/t/p/w200/d8LJWY8kaAIlfMiQLOGglL8VqVT.jpg
Deuce Bigalow: Male Gigolo,1999-12-10,Comedy,R,65535067,106921374,https://image.tmdb.org/t/p/w200/w0UKAcY4fAPuQW2GhAoIMwutIA5.jpg
Bicentennial Man,1999-12-17,Drama,PG,58220776,94838225,https://image.tmdb.org/t/p/w200/wrs23eO0VEWwOQpXoOasMnlW9Y4.jpg
Play it to the Bone,1999-12-24,Comedy,R,8427204,13180524,https://image.tmdb.org/t/p/w200/qSJl8pD17doJsAkou5mPvDogBQT.jpg
Fantasia 2000 (IMAX),2000-01-01,Musical,G,60507228,94852354,
Gun Shy,2000-02-04,Comedy,R,1638202,2562155,https://image.tmdb.org/t/p/w200/ugzaRtgrf2MBCUawgiE6xayXXIE.jpg
The Tigger Movie,2000-02-11,Adventure,G,45542421,71228678,https://image.tmdb.org/t/p/w200/9OdZKUdGfaBAUwRLbtWpFWKbILO.jpg
Mission to Mars,2000-03-10,Adventure,PG,60874615,95208344,https://image.tmdb.org/t/p/w200/cTKWoBpN5Gvi0vpMb9mLtYlwXqT.jpg
High Fidelity,2000-03-31,Comedy,R,27277055,42661516,https://image.tmdb.org/t/p/w200/e2LZGB62GMhv3Fo8tDZjY87I81a.jpg
Keeping the Faith,2000-04-14,Romantic Comedy,PG-13,37036404,57925202,https://image.tmdb.org/t/p/w200/9NF199FTvHr9ggqdBTVbPhF1MGk.jpg
Dinosaur,2000-05-19,Adventure,PG,137748063,215438985,https://image.tmdb.org/t/p/w200/rSje3FS7ycJSglowlngjsvDt7vO.jpg
Shanghai Noon,2000-05-26,Western,PG-13,56932305,89042541,https://image.tmdb.org/t/p/w200/b0WwWRcDiDahkah5vZ0KjB4N9ZZ.jpg
Gone in 60 Seconds,2000-06-09,Action,PG-13,101643008,158970411,https://image.tmdb.org/t/p/w200/4Fvmm9XhV5BUCfBjlX3S3DRPrmf.jpg
Fantasia 2000 (Theatrical Release),2000-06-16,Musical,G,9103630,14238144,
The Kid,2000-07-07,Comedy,PG,69688384,108993148,https://image.tmdb.org/t/p/w200/nKuquL5Xs0yCvBuPQnAw6zC89Wy.jpg
Coyote Ugly,2000-08-04,Drama,PG-13,60786269,95070168,https://image.tmdb.org/t/p/w200/xYM0laKrEqjiRSQNvqRrXPXN3iL.jpg
The Crew,2000-08-25,Comedy,PG-13,13019253,20362201,https://image.tmdb.org/t/p/w200/kdQOz5enVVz113zZQcuoqh3oACy.jpg
Duets,2000-09-15,Drama,R,4734235,7404372,https://image.tmdb.org/t/p/w200/7NJAHYSeLr16cngz8f0BADQ3yIe.jpg
Remember the Titans,2000-09-29,Drama,PG,115654751,180742479,https://image.tmdb.org/t/p/w200/825ohvC4wZ3gCuncCaqkWeQnK8h.jpg
Unbreakable,2000-11-22,Thriller/Suspense,PG-13,94999143,148208901,https://image.tmdb.org/t/p/w200/mLuehrGLiK5zFCyRmDDOH6gbfPf.jpg
102 Dalmatians,2000-11-22,Comedy,G,66941559,104055039,https://image.tmdb.org/t/p/w200/ueE6u2GTECzGBtas6PFx7wwi9y0.jpg
The Emperor's New Groove,2000-12-15,Adventure,G,89296573,136789252,https://image.tmdb.org/t/p/w200/wwbgkXQBEKtnyIJapk6gUgWkVw8.jpg
"O Brother, Where Art Thou?",2000-12-22,Comedy,PG-13,45506619,67922002,https://image.tmdb.org/t/p/w200/s9foMAcLg8GEzzQzer04qOGdD1k.jpg
Double Take,2001-01-12,Action,PG-13,29823162,44418589,https://image.tmdb.org/t/p/w200/gNyudcF4Z8LVJn4IxauOptG6dcb.jpg
Recess: School's Out,2001-02-16,Comedy,G,36696761,54656124,https://image.tmdb.org/t/p/w200/qsUCoeTwCNIrvDrUiWlTCgyRFZy.jpg
Just Visiting,2001-04-06,Comedy,PG-13,4777007,7114869,https://image.tmdb.org/t/p/w200/7KqzbefXjADSUE8j2ZsrudvAArY.jpg
Pearl Harbor,2001-05-25,Action,PG-13,198539855,295705112,https://image.tmdb.org/t/p/w200/y8A0Cvp8WQmZ3bjbnsL53lY0dsC.jpg
Atlantis: The Lost Empire,2001-06-08,Adventure,PG,84052762,125188122,https://image.tmdb.org/t/p/w200/rdCyK9hgoA2vYrLtVFpDc3KWBaC.jpg
crazy/beautiful,2001-06-29,Drama,PG-13,16929123,25214223,https://image.tmdb.org/t/p/w200/1kxn6w6lvKkrhmVxfVqI0cfBmLa.jpg
The Princess Diaries,2001-08-03,Comedy,G,108244774,161218928,https://image.tmdb.org/t/p/w200/qSw4lzhDGeM5MjQc86BLzJALhBs.jpg
Bubble Boy,2001-08-24,Comedy,PG-13,5002310,7450434,https://image.tmdb.org/t/p/w200/tFwvUSc8g0HHvDOBQ2rvC9LWVSj.jpg
Max Keeble's Big Move,2001-10-05,Comedy,PG,17292381,25749730,https://image.tmdb.org/t/p/w200/eJ4olY0dZMC1MfMhRkLOWisWYtu.jpg
Corky Romano,2001-10-12,Comedy,PG-13,23978402,35705805,https://image.tmdb.org/t/p/w200/aLgzSIgHTyWggrP7ieDVYE3PB8g.jpg
High Heels and Low Lifes,2001-10-26,,R,226792,337782,https://image.tmdb.org/t/p/w200/jyC13aGpVP4ogf8jSVfWLdk02h1.jpg
"Monsters, Inc.",2001-11-02,Adventure,G,289423425,416073179,https://image.tmdb.org/t/p/w200/wFSpyMsp7H0ttERbxY7Trlv8xry.jpg
Out Cold,2001-11-21,Comedy,PG-13,13906394,20700691,https://image.tmdb.org/t/p/w200/2aBepBnMXRs3hmde9Je3rn5bseJ.jpg
The Royal Tenenbaums,2001-12-14,Black Comedy,R,52353636,76758193,https://image.tmdb.org/t/p/w200/nG7hZJn7wQTSDCQT39Gy3s3tbrp.jpg
Beauty and the Beast (IMAX),2002-01-01,Musical,G,25487028,36980311,
Frank McKlusky C.I.,2002-01-01,,,0,0,https://image.tmdb.org/t/p/w200/ngntGMRnsWEwOBEsEiabfkyWVtJ.jpg
Snow Dogs,2002-01-18,Comedy,PG,81150692,117745317,https://image.tmdb.org/t/p/w200/8DDC6z1XyLSiNLzKw1pXcYeAOJ3.jpg
The Count of Monte Cristo,2002-01-25,Drama,PG-13,54228104,78682079,https://image.tmdb.org/t/p/w200/ifMgDAUXVQLY4DeOu3VTTi55jSP.jpg
Peter Pan: Return to Neverland,2002-02-15,Adventure,G,48430258,70269715,https://image.tmdb.org/t/p/w200/wB3r2b8sxUZspqNyr8copMlt7se.jpg
Reign of Fire,2002-02-19,Action,PG-13,43061982,62480631,https://image.tmdb.org/t/p/w200/vZVXCj3jXzIPJUHLaQohzt2uTM3.jpg
Sorority Boys,2002-03-22,Comedy,R,10198766,14797862,https://image.tmdb.org/t/p/w200/6nEcq3ARZgSAeBvJVyrCerH0umF.jpg
The Rookie,2002-03-29,Drama,G,75600072,109691666,https://image.tmdb.org/t/p/w200/gNmLsseIs6thkBKne91iQZDGyBT.jpg
Big Trouble,2002-04-05,Comedy,PG-13,7262288,10537188,https://image.tmdb.org/t/p/w200/1fQ9ryGMLt1fZxX45CI9xfVWPG9.jpg
ESPN's Ultimate X - The Movie,2002-05-10,Documentary,PG,4197175,6089874,
Bad Company,2002-06-07,Action,PG-13,30157016,43756218,https://image.tmdb.org/t/p/w200/umu141mcfIEhRLgyQp7TWlGJFW.jpg
Lilo & Stitch,2002-06-21,Adventure,PG,145771527,211506702,https://image.tmdb.org/t/p/w200/ckQzKpQJO4ZQDCN5evdpKcfm7Ys.jpg
The Country Bears,2002-07-26,Adventure,G,16988996,24650121,https://image.tmdb.org/t/p/w200/h6mm3z7Wf4y1rJGHxqjVTTHl217.jpg
Signs,2002-08-02,Thriller/Suspense,PG-13,227965690,330754439,https://image.tmdb.org/t/p/w200/YtrIdrTxpRhvCnlw43dwOjfLqx.jpg
Sen to Chihiro no Kamikakushi,2002-09-20,Adventure,PG,10049886,14338992,https://image.tmdb.org/t/p/w200/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg
Sweet Home Alabama,2002-09-27,Comedy,PG-13,127214072,184521151,https://image.tmdb.org/t/p/w200/698cbxq0SRwCdOPG5Bwi7JDk12d.jpg
Moonlight Mile,2002-09-27,Drama,PG-13,6830957,9909094,https://image.tmdb.org/t/p/w200/jKDnCPUkL4QsgeqKCtyNMPL2XUU.jpg
Tuck Everlasting,2002-10-11,Drama,PG,19161999,27789959,https://image.tmdb.org/t/p/w200/9BXAC4uTHuD37hpiGOmhetqNgnO.jpg
The Santa Clause 2,2002-11-01,Comedy,G,139225854,201959095,https://image.tmdb.org/t/p/w200/2EAMkz0z1pbr9weOY1Y7buy2AxV.jpg
Treasure Planet,2002-11-27,Adventure,PG,38120554,55189145,https://image.tmdb.org/t/p/w200/zMKatZ0c0NCoKzfizaCzVUcbKMf.jpg
The Hot Chick,2002-12-13,Comedy,PG-13,35081550,50624654,https://image.tmdb.org/t/p/w200/lnnGE4TKa05t20SZ2batuAhXCp4.jpg
25th Hour,2002-12-19,Drama,R,13084595,18325463,https://image.tmdb.org/t/p/w200/uW7tTRElr2tRhmAVESzvHy4ByXg.jpg
The Recruit,2003-01-31,Thriller/Suspense,PG-13,52784696,73793522,https://image.tmdb.org/t/p/w200/zd9eNagUB7FEaqffnSw3n3Nii4p.jpg
Shanghai Knights,2003-02-07,Adventure,PG-13,60470220,84537962,https://image.tmdb.org/t/p/w200/vVNQStMlZS9mn2AKBEpadRunHgt.jpg
The Jungle Book 2,2003-02-14,Adventure,G,47901582,66966883,https://image.tmdb.org/t/p/w200/21GanxizOIL1CN0HLx7j3je8k87.jpg
Bringing Down the House,2003-03-07,Comedy,PG-13,132675402,185481530,https://image.tmdb.org/t/p/w200/jic0ULHTcqQQaCSIEw6SAhHhIPA.jpg
Piglet's Big Movie,2003-03-21,Comedy,G,23103423,32298812,https://image.tmdb.org/t/p/w200/cytspPjtacOInHroA6h2dIekDrp.jpg
Ghosts of the Abyss,2003-04-11,Documentary,G,17093668,23803108,https://image.tmdb.org/t/p/w200/aSht7L9Mnr1zc4hDJTOwPuTfnV8.jpg
Holes,2003-04-18,Drama,PG,67383924,94203395,https://image.tmdb.org/t/p/w200/o2Dm2mcE1qW8vT0bpsJO5OMBbqa.jpg
The Lizzie McGuire Movie,2003-05-02,Comedy,PG,42734455,59743191,https://image.tmdb.org/t/p/w200/ecDrdzRhl01fck3Bwd3pn9Qm3Un.jpg
Finding Nemo,2003-05-30,Adventure,G,380529370,518148559,https://image.tmdb.org/t/p/w200/eHuGQ10FUzK1mdOY69wF5pGgEf5.jpg
Pirates of the Caribbean: The Curse o…,2003-07-09,Adventure,PG-13,305411224,426967926,
Freaky Friday,2003-08-06,Comedy,PG,110222438,154090360,https://image.tmdb.org/t/p/w200/vQljMYQKVApQFXfTXKt9J8diVLG.jpg
Open Range,2003-08-15,Western,R,58331254,81547672,https://image.tmdb.org/t/p/w200/5bmt52Fijy71W0E72on8xnnYHgP.jpg
Cold Creek Manor,2003-09-19,Thriller/Suspense,R,21384035,29895090,https://image.tmdb.org/t/p/w200/2AKitfwCoCmHU4PTtC5oF6LImlG.jpg
Under the Tuscan Sun,2003-09-26,Comedy,PG-13,43601508,60944053,https://image.tmdb.org/t/p/w200/3vQUQwdtfPt1Sl2GZrIECWWA0dk.jpg
Veronica Guerin,2003-10-17,Drama,R,1569918,2194759,https://image.tmdb.org/t/p/w200/14RnhkH9ArHZ8viDAej4TnVl4Jg.jpg
Brother Bear,2003-10-24,Adventure,G,85336277,119218333,https://image.tmdb.org/t/p/w200/otptPbEY0vBostmo95xwiiumMJm.jpg
The Haunted Mansion,2003-11-26,Comedy,PG,75817994,105775678,https://image.tmdb.org/t/p/w200/lGi5yio4pdDz5PkSeZCbnMQz5vK.jpg
Calendar Girls,2003-12-19,Comedy,PG-13,31011616,42379650,https://image.tmdb.org/t/p/w200/yy2cPwrnUquMCmShrf8TbYu6emd.jpg
Young Black Stallion,2003-12-25,Adventure,G,6751389,9254344,https://image.tmdb.org/t/p/w200/b09tLSrvcShh8AQeKfnoIMJW8Cg.jpg
Teacher's Pet: The Movie,2004-01-16,Comedy,PG,6491969,8812764,
Miracle,2004-02-06,Drama,PG,64378093,87392478,https://image.tmdb.org/t/p/w200/mxtej2th8t8x0ufVBTyhsO6Htxj.jpg
Confessions of a Teenage Drama Queen,2004-02-20,Comedy,PG,29331068,39816568,https://image.tmdb.org/t/p/w200/3LUWyY3WXNDaezwbz69uB9qtVpk.jpg
Hidalgo,2004-03-05,Western,PG-13,67286731,91340921,https://image.tmdb.org/t/p/w200/iGzENlBPYJEFWZnye4t3nqWSSp1.jpg
The Ladykillers,2004-03-26,Comedy,R,39692139,53881593,https://image.tmdb.org/t/p/w200/9LJ6ZV59Q92LAJAbmb7xm9dUBGU.jpg
Home on the Range,2004-04-02,Comedy,PG,50026353,67910166,https://image.tmdb.org/t/p/w200/9xIIo4FMquy5SRqn8hppyr2QadR.jpg
The Alamo,2004-04-09,Western,PG-13,22406362,30416359,https://image.tmdb.org/t/p/w200/54KNQfJnYZwhI3sPYyjXtptWGfg.jpg
Raising Helen,2004-05-28,Comedy,PG-13,37485528,50886144,https://image.tmdb.org/t/p/w200/ubZin4oGXYp6hCn3WU6nrBre62y.jpg
Around the World in 80 Days,2004-06-16,Adventure,PG,24004159,32585356,https://image.tmdb.org/t/p/w200/kk6Rrwh0toMz9tjuUHdS4O3v2Rk.jpg
America's Heart and Soul,2004-07-02,Documentary,Not Rated,314000,426246,https://image.tmdb.org/t/p/w200/gQXYEn2nCvp0jbc9ZbXu41RWSYN.jpg
King Arthur,2004-07-07,Adventure,PG-13,51877963,70423706,https://image.tmdb.org/t/p/w200/iKLZEAnjzr51Ij7TJtNejc5CN3i.jpg
The Village,2004-07-30,Thriller/Suspense,PG-13,114197520,155021748,https://image.tmdb.org/t/p/w200/v7UvYtKfIVaHLaHwVgfalyrK7Ho.jpg
The Princess Diaries 2: Royal Engagement,2004-08-11,Romantic Comedy,G,95149435,129164207,https://image.tmdb.org/t/p/w200/5XToqGcE4qdfOSaCPWI7kAb1bm7.jpg
Mr. 3000,2004-09-17,Comedy,PG-13,21800302,29593641,https://image.tmdb.org/t/p/w200/g7CNkytZsZzQ8ZEr8F4SmrhjI5y.jpg
The Last Shot,2004-09-24,Comedy,R,463730,629502,https://image.tmdb.org/t/p/w200/2Rm4xsJnrZaZL0qPO2wBP5MJJpE.jpg
Ladder 49,2004-10-01,Action,PG-13,74541707,101161045,https://image.tmdb.org/t/p/w200/aJWQNUUHVcI7kvlVdUzPS9J8XHt.jpg
